mcdonald's	20 eglinton ave e (& yonge)
mcdonald's	20 riverglen drive se
extended stay america - pittsburgh - airport	200 chauvet dr.
fremont hotel & casino	200 fremont st
eat'n park	200 howe ave
mcdonald's	200 taunton road e
fran's restaurant	200 victoria street
roxy's diner	2000 las vegas blvd s
mcdonald's	2000 s las vegas blvd
ihop	2000 w northern ave
mcdonald's	2001 n country club
filiberto's mexican food	2001 s. 7th ave
mcdonald's	2005 boulevard saint-martin
steak 'n shake	2009 kenyon rd
tim hortons	201 avenue de la gare
eat'n park	201 ohio river blvd
steak 'n shake	2010 n prospect ave
waffle house	20130 w catawba ave
mcdonald's	2020 jane street
mcdonald's	2020 n rainbow
mcdonald's	20227 n 67th ave
quiktrip	2026 w broadway rd
ihop	2026 w craig rd
e-string pizzeria & poker bar	2031 w sunset rd
riliberto's fresh mexican food	2033 e southern ave
tim hortons	2035 rue stanley
whataburger	2040 n 75th ave
mcdonald's	2050 e charleston blvd
mcdonald's	20500 torrence chapel rd
freedom beat	206 n 3rd st
downtown grand hotel & casino, an ascend hotel collection member	206 north 3rd st
filiberto's mexican food	2064 w. southern ave
mcdonald's	2066 e state st
red's catering	2071 midway dr
tim hortons	2075 sheppard avenue e
sonic drive-in	2082 e warm springs
denny's	209 tarentum bridge rd
ihop	2090 e baseline rd
shucks tavern	2090 e serene ave
mcdonald's	2090 lebanon church rd
old mill toronto	21 old mill road
redeye diner	210 e trade st
tim hortons	210 wanless drive
ihop	2100 s power rd
mcdonald's	2100 washington pike
fatburger	2101 texas star ln
texas station gambling hall & hotel	2101 texas star ln
grand café	2101 texas star ln
ihop	2103 w happy valley rd
sheetz	21034 royalton rd
mcdonald's	2115 union rd
mcdonald's	2116 kipling avenue
denny's	2120 e cactus rd
sonic drive-in	2120 e craig rd
victory's bar & grill	2121 e craig rd
victory's cafe	2121 e craig rd
waffle house	2125 w arrowood rd
pt's	2135 e centennial pkwy
denny's	215 delta park blvd
mcdonald's	215 rue peel
fiddlestix	217 las vegas blvd
gold spike	217 las vegas blvd n
denny's	2180 greentree rd
waffle house	2189 e university dr
magic noodle	2190 mcnicoll avenue, unit 119
aztec inn	2200 las vegas blvd s
denny's	2200 lebanon church rd
outpost saloon	2200 n rainbow blvd
tee shots bar & grill	2200 w horizon ridge pkwy, ste c
chicago brewing company	2201 s fort apache rd
promenade cafe	221 n rampart blvd
ihop	2210 las vegas blvd s
mcdonald's	2217 n green valley
mcdonald's	2218 bloor street w
mcdonald's	222 8th avenue sw
mcdonald's	222 aviation blvd ne
mcdonald's	222 bayly street w
mcdonald's	2225 erin mills parkway
mcdonald's	223 n 7th ave
whist stove & spirits	2235 village walk dr
presidio	2235 village walk dr, ste 141
julioberto's	2237 east indian school rd
greens gaming & dining	2241 n green valley pkwy
tim horton's	2245 yonge street
mcdonald's	2248 paradise rd
wimpy's diner	2257 royal windsor drive
kopper keg west	2257 s rainbow blvd
mcdonald's	2260 markham rd
subway	228 queens quay w, unit 1
pt's pub	2280 s nellis blvd
julioberto's	229 e dunlap ave
steak 'n shake	2291 spider dr
pt's pub	2300 e desert inn rd, ste 8
green valley ranch resort & spa	2300 paseo verde pkwy
grand café	2300 paseo verde pkwy
mcdonald's	2301 central ave
jack in the box	2301 s decatur blvd
filiberto's mexican food	2302 w camelback rd
mcdonald's	231 mill street
mcdonald's	2310 e serene
tim horton's	2316 royal windsor dr
subway	2322 royal windsor drive
jerry's restaurant	2323 e thomas rd
jack in the box	2330 east baseline rd
saddle n spurs saloon	2333 n jones blvd, ste 108
mcdonald's	2340 s rainbow
pepe's tacos	2341 n rainbow blvd
istar restaurant	235 dixon road
mcdonald's	2362 finch avenue w
cafe stratos	23642 lorain rd
mcdonald's	2365 dundas st w
subway	2365 e bonanza rd, unit 9, vegas plaza
henry's american grill	237 n stephanie st, ste a
kopper keg lounge	2375 e torino ave
denny's	2380 e tropicana ave
the plate bar & grill	2396 s lamb blvd
torres mexican food	240 w southern ave
arizona biltmore	2400 e missouri ave
sierra gold	2400 n buffalo dr, ste 125
denny's	2400 n rancho dr
denny's	2400 n rancho dr
the camby, autograph collection	2401 e camelback rd
meijer	2401 n prospect ave
julioberto's	2401 w bethany home rd
mcdonald's	2402 s park st
salerno	2411 avenue charland
grand cafe	2411 w sahara ave
subway	2411 w sahara ave
palace station hotel & casino	2411 w sahara ave
the oyster bar	2411 w sahara ave
amélie's french bakery & café	2424 n davidson st, ste 102
tim hortons	2427 cawthra road
mcdonald's	2430 e baseline rd
pt's ranch	2430 e pebble rd
julioberto's	2435 e bell rd
mcdonald's	2447 e bell rd
urban acorn catering	245 jane street
tim hortons	245 salem road s
denny's	2450 16th ave nw
ihop	2450 pebble rd
mcdonald's	2450 queen street, rr#4
whataburger	2460 w bethany home rd
home plate grill & bar	2460 w warm springs rd
mcdonald's	2480 gerrard street e
pepe's tacos	2490 fremont st
mcdonald's	25 carrier drive
mcdonald's	2500 hurontario street
ihop	2501 n 44th st
mcdonald's	2501 w happy valley rd
mcdonald's	2513 e owens ave
waffle house	2516 w bell rd
mcdonald's	2518 beatties ford rd
mcdonald's	2518 w liberty rd
tim hortons	2520 52 street ne
jack in the box	2520 w glendale ave
apache taco shop	2521 s fort apache rd, ste 101
denny's	2525 w deer valley rd
ihop	2529 n 75th ave
mcdonald's	2530 masson rue
rae's restaurant & lounge	2531 wigwam pkwy
mcdonald's	2532 cuthbertson rd
t-bones sizzling steaks & burgers drive-in restaurant	2540 eglinton avenue e
mcdonald's	2540 w chandler blvd
marilyn's cafe	255 e flamingo rd
subway	2551 s durango dr
the gin mill	2561 windmill pkwy
subway	2575 danforth avenue, unit 4
denny's	25912 lorain rd
mcdonald's	2600 rue ontario e
gilligan's hideaway	2601 atlantic st
starboard tack	2601 atlantic st
denny's	2610 rutherford rd
mcdonald's	2611 n 75th ave
subway	2620 n green valley pkwy
mcdonald's	2625 south blvd
waffle house	2627 w deer valley rd
giuseppe's italian grille	2630 w horizon ridge pkwy
nikki lee's sports pub & grill	2640 e sunset rd
bentley's bar and grill	2640 e sunset rd
mcdonald's	2650 w sahara
tim hortons	2657 boulevard du curé labelle
island bar and grill	2660 s maryland pkwy, ste 24
mcdonald's	2665 sunridge way ne
romero's mexican food	2700 w van buren st
denny's	2701 freeport rd
mcdonald's	2701 lawrence avenue e
riliberto's fresh mexican food	2704 w southern ave
denny's	271 clairton blvd
denny's	2717 w bell rd
mcdonald's	272 boulevard d'anjou
mcdonald's	2733 e washington ave
mcdonald's	2736 lakeshore boulevard  w
filiberto's mexican food	2737 n. power rd
mcdonald's	2740 32 avenue ne
mcdonald's	2745 freedom dr
whataburger	2747 e broadway rd
mcdonald's	2750 e germann rd
julioberto's	2750 east thomas rd
holiday inn pittsburgh-monroeville	2750 mosside blvd
four kegs sports bar	276 n jones blvd, ste b
subway	2775 w thomas rd
taqueria el vaporcito	2775 w thomas rd
waffle house	278 concord pkwy s
mcdonald's	2781 dufferin street
mcdonald's	28 sandiford drive
del taco	280 n jones blvd
iron rail café	2800 s boulder hwy
denny's	2801 no black cyn
mcdonald's	2810 major mackenzie drive, building c
mcdonald's	2820 boyer st
mcdonald's	2836 w ann rd
mcdonald's	2845 fish hatchery rd
mcdonald's	2845 w thunderbird
mulligans landing	2851 n rancho dr
joe's bar	2851 n rancho dr
mcdonald's	2851 w washington
julioberto's	2855 w cactus rd
a&w	2858 dundas street w
waffle house	2868 lane st
mcdonalds	2870 eglinton avenue e
eat'n park	2874 w liberty ave
pt's pub	2875 s nellis blvd
roberto's taco shop	2875 s nellis blvd, ste a2
westside deli	2880 s las vegas blvd
mcdonald's	2883 s carolina 160
circle k	2885 s decatur blvd
mcdonald's	2886 s nellis blvd
pt's gold	2890 bicentennial pkwy
mcdonald's	2896 s las vegas blvd
mcdonald's	29-31 woodward avenue
subway	290 the west mall, unit 15-c
whataburger	2901 e bell rd
riviera hotel & casino	2901 las vegas blvd s
mcdonald's	2901 rue sherbrooke e
whataburger	2910 w thunderbird rd
mcdonald's	2911 s 99th ave
hy-vee	2920 fitchrona rd
lakes lounge	2920 lake east dr
elixir - a local lounge	2920 n green valley pkwy, ste 6
mcdonald's	2936 finch avenue e
giuseppe's bar & grille	2940 bicentennial pkwy
rounders anthem	2940 bicentennial pkwy
carmine's	2940 s durango dr
mcdonald's	2951 e germann rd
whataburger	2955 n hayden rd
filiberto's mexican food	2955 n. 91st ave
street foods - food trucks	2955 s las vegas blvd, ste 1
mcdonald's	2965 eglinton avenue w
king tandoori	2970 drew road
the peppermill restaurant & fireside lounge	2985 las vegas blvd s
bosa donuts	2990 n dobson rd
town center lounge ii	2992 w cheyenne ave
mcdonald's	2998 e franklin blvd
mcdonald's	30 brisdale drive, building c
mcdonald's	30 courtneypark drive e
viva el taco	30 n lamb blvd, ste 105
the wigwam	300 e wigwam blvd
subway	300 harwood avenue s
mcdonald's	300 steeles avenue w
bao now	300 w sahara ave
los betos mexican food	3001 n hayden rd
denny's	3001 s las vegas blvd
o'aces bar & grill	3003 n rainbow blvd
mcdonald's	301 fremont st
american coney island chili dogs	301 fremont st
eat'n park	301 s hills village
mcdonald's	3010 las vegas blvd n
mcdonald's	3020 edesert inn rd
mcdonald's	3021 s val vista
mcdonald's	3023 washington pike
mcdonald's	3025 clayhill road
el dorado cantina	3025 sammy davis jr dr
mcdonald's	3026 rue notre-dame o
tim hortons	303 shawville boulevard se
mcdonald's	303 unionville indian trail rd
mcdonald's	3030 don mills road e
filiberto's mexican food	3033 e. indian school rd
masala	3041 s las vegas blvd, ste 5
kimchi korean bbq	3049 las vegas blvd, ste 20
giant eagle supermarket	3050 w 117th st
zodie's	3055 e flamingo rd
mcdonald's	3058 eastway dr
mcdonald's	3065 boulevard des sources
denny's	3081 s maryland park
pt's pub	3085 n rainbow
don tortaco mexican grill	3085 n rainbow blvd
barefoot bar and grill	3088 e sunset rd
timbers sunset	3088 e sunset rd
miami déli	3090 rue sherbrooke e
tim hortons	3099 boulevard de la concorde est
pt's	310 e warm springs rd
denny's	310 n nellis blvd
subway	3100 saint clair avenue e
pt's brewing	3101 n tenaya way
denny's	3105 medina rd
mcdonald's	3115 center rd
mcdonald's	3117 dallas hi-shoals hwy
drugstore cafe	3131 las vegas blvd s
mcdonald's	3140 rutherford road
mcdonald's	3140 w carefree hwy
subway	3141 s mcclintock dr, ste 7
mcdonald's	3150 st clair e
mcdonald's	3155 e indian school rd
mcdonald's	3175 n rancho
mcdonald's	3185 s alma school
waffle house	3190 medina rd
filiberto's mexican food	3202 e. greenway rd, ste 1801
denny's	3205 e bell rd
mcdonald's	3212 e greenway
filiberto's mexican rest	3218 e mcdowell rd
julioberto's	3218 e mcdowell rd
mcdonald's	3218 s mcclintock rd
mcdonald's	3221 oberlin ave
mcdonald's	3229 e tropicana ave
denny's	3230 losee rd
moon doggies	3240 arville st
the coachman's inn	3240 s eastern ave
jack in the box	3250 n durango dr, ste 100
mcdonald's	32528 lorain rd
mcdonald's	3255 s 48th st
hardee's	326 s century blvd
ihop	3260 e tropicana ave
remedy's tavern	3265 st rose pkwy
jack in the box	3270 s higley rd
dunn's famous	3271 boulevard taschereau
qing feng bun	3278 midland avenue, unit d105
mcdonald's	3279 boulevard taschereau
sean patricks	3290 w ann rd
steak 'n shake	3294 steelyard dr
a&w	3300 bloor street w
ichabod's lounge	3300 e flamingo rd
the coffee shop	3300 las vegas blvd s
mcdonald's	3305 sheppard ave e
winchell's donut house	3307 s jones
waffle house	3309 queen city dr
tim hortons	3310 steeles avenue w
jack in the box	3311 s nellis blvd
denny's	3315 n scottsdale rd
mcdonald's	3315 pineville matthews rd
steak 'n shake	3316 center rd
red label bar & lounge	332 w sahara ave
raw juice guru	3324 dundas street w
putter's bar & grill	3330 e tropicana ave
denny's	3330 w tropicana ave
sundance grill	3333 blue diamond rd
spearmint rhino las vegas	3340 s highland dr
the venetian - food court	3355 las vegas blvd
grand lux cafe	3355 las vegas blvd s
curry pot	3355 s las vegas blvd
waffle house	3363 e university dr
timbers - novat	3370 novat st
diana baker's diner	3380 w 46th st
tropical smoothie cafe	3390 novat st, ste 110
denny's	3397 s las vegas blvd
durango lodge	3399 s durango dr
wildflower bread company	3400 e sky harbor blvd
pantry - 24 hour kitchen	3400 las vegas blvd s
roberto's taco shop	3400 s hualapai way
mountain view plaza	3400 s jones blvd
mcdonald's	3400 yonge st
mcdonald's	3405 us highway 601 s
white castle	3411 s las vegas blvd
mcdonald's	3434 w union hls
mcdonald's	344 bathurst st
mcdonald's	344 queen street e
tim horton's	3444 avenue du parc
mcdonald's	345 bloor st e
mcdonald's	3451 w tropicana
denny's	3456 w bethany home
the lodge hualapai	3460 s hualapai way
pt's pub	347 n nellis blvd
pt's	3470 e sunset rd
denny's	34725 euclid ave
fulton street food hall	3475 las vegas boulevard s
mcdonald's	3475 s las vegas blvd
mcdonald's	3490 highway 21
ihop	3495 e baseline rd
milton b	3498 avenue du parc
a&w	35 eglinton avenue e
mcdonald's	3500 e bonanza
magnolia's poboys	3500 latrobe dr
mcdonald's	3500 major mackenzie drive w
radisson hotels & resorts	35000 curtis blvd
mcdonald's	3501 w bethany home rd
urban beans cafe & bar	3508 n 7th st, ste 100
country boys	3508 w cactus rd
mcdonald's	3510 derry road e
filiberto's mexican food	3510 w. southern ave
courtyard cleveland willoughby	35103 maplegrove rd
ihop	352 n nellis blvd, ste g
bacon bar	3520 n rancho dr
taco mich	3525 w glendale ave
hash house a go go	3535 las vegas blvd
rebel republic	3540 w sahara ave
off the strip at the linq	3545 las vegas blvd s
café to go	3555 las vegas blvd s
mcdonalds	356 yonge street
bistro 24	3570 las vegas blvd s
cafe americano	3570 s las vegas blvd
sicily's pizza	3585 s durango dr
eatwell	3595 s las vegas blvd
ihop	3595 s rainbow blvd
intercontinental montréal	360 rue saint-antoine o
mcdonald's	3600 boulevard saint-jean
petrossian bar	3600 s las vegas blvd
snacks	3600 s las vegas blvd
tropical smoothie cafe	3601 e bonanza rd, ste 110
jack in the box	3618 e franklin blvd
denny's	3628 e franklin blvd
waffle house	36333 vine st
lip smacking foodie tours	3635 las vegas blvd s
filiberto's mexican food	3636 e baseline rd
lavazza	3645 las vegas blvd s
brewskes bar & grille	3645 s durango dr
hitchin post saloon & steakhouse	3650 las vegas blvd n
le cafe ile st. louis	3655 las vegas blvd s
cafe belle madeleine	3655 las vegas blvd s
buffalo wild wings	3663 las vegas blvd, ste 600
the doubletree by hilton cleveland east /beachwood	3663 park east dr
planet dailies	3667 las vegas blvd s
earl of sandwich	3667 las vegas blvd s
café hollywood	3667 s las vegas blvd
mcdonald's	37 boulevard samson
bosa donuts	37 w baseline rd
a&w	3700 major mackenzie drive w
heynoodles	3700 midland avenue, unit 108
mcdonald's	3700 s paradise rd
bosa donuts	3701 n central ave
the henry	3708 las vegas blvd s, level 1, the boulevard tower
mcdonald's	3717 s las vegas blvd
taco bell cantina	3717 s las vegas blvd, ste 140-a
mcdonald's	372 main street n
a&w	372 queen street w
brando's sportsbar	3725 blue diamond rd
aria patisserie	3730 s las vegas blvd
subway	3735 spring mountain, ste 201
